1771093594.3934839,Key.shift,13.9195
1771093594.4975703,O,0.1041
1771093594.6948037,k,0.1972
1771093594.8611653,k,0.1664
1771093595.072917,Key.space,0.2118
1771093595.205162,t,0.1322
1771093595.3433766,h,0.1382
1771093595.4393315,e,0.096
1771093595.525161,Key.space,0.0858
1771093595.7590716,o,0.2339
1771093596.5879357,Key.backspace,0.8289
1771093596.862124,l,0.2742
1771093597.0328603,o,0.1707
1771093597.270542,g,0.2377
1771093597.4326837,g,0.1621
1771093597.489086,e,0.0564
1771093597.6302009,r,0.1411
1771093597.7044866,Key.space,0.0743
1771093597.8830512,i,0.1786
1771093597.9932191,s,0.1102
1771093598.0687823,Key.space,0.0756
1771093598.2360263,r,0.1672
1771093598.3635962,u,0.1276
1771093598.5802007,n,0.2166
1771093598.7381263,n,0.1579
1771093598.9351926,i,0.1971
1771093599.1123426,n,0.1772
1771093600.0529077,g,0.9406
1771093600.6398757,.,0.587
1771093600.8673706,Key.space,0.2275
1771093601.2488654,s,0.3815
1771093601.3687294,o,0.1199
1771093601.7429893,Key.space,0.3743
1771093602.001663,w,0.2587
1771093602.114573,h,0.1129
1771093602.2799063,a,0.1653
1771093602.689887,t,0.41
1771093602.921927,Key.space,0.232
1771093603.071033,w,0.1491
1771093603.2077534,i,0.1367
1771093603.4101632,l,0.2024
1771093603.5449915,l,0.1348
1771093603.7486627,Key.space,0.2037
1771093603.9212503,b,0.1726
1771093603.9963326,e,0.0751
1771093604.1162481,Key.space,0.1199
1771093604.4063232,t,0.2901
1771093604.4330134,h,0.0267
1771093604.6550748,e,0.2221
1771093604.679056,Key.space,0.024
1771093604.8718011,p,0.1927
1771093605.0689907,h,0.1972
1771093605.170282,a,0.1013
1771093605.4089854,e,0.2387
1771093605.9288273,Key.backspace,0.5198
1771093606.0265763,s,0.0977
1771093606.231971,e,0.2054
1771093606.450762,s,0.2188
1771093606.5675802,Key.space,0.1168
1771093606.764534,o,0.197
1771093606.9759514,f,0.2114
1771093607.0522199,Key.space,0.0763
1771093607.2241578,t,0.1719
1771093607.2658856,h,0.0417
1771093607.4116454,i,0.1458
1771093607.4972317,s,0.0856
1771093607.623365,Key.space,0.1261
1771093607.8413208,p,0.218
1771093608.003233,r,0.1619
1771093608.114592,o,0.1114
1771093608.545301,j,0.4307
