1771226058.9150853,Key.down,7.4254
1771226059.43127,Key.down,0.5162
1771226059.4615798,Key.down,0.0303
1771226059.4919808,Key.down,0.0304
1771226059.5223072,Key.down,0.0303
1771226059.5527651,Key.down,0.0305
1771226060.0578394,Key.down,0.5051
1771226060.563869,Key.down,0.506
1771226060.6037104,Key.down,0.0398
1771226060.6339376,Key.down,0.0302
1771226063.640744,Key.down,3.0068
1771226064.1531837,Key.down,0.5124
1771226064.183349,Key.down,0.0302
1771226064.2140625,Key.down,0.0307
1771226064.7947273,Key.down,0.5807
1771226065.3169892,Key.down,0.5223
1771226065.348542,Key.down,0.0316
1771226065.37831,Key.down,0.0298
1771226065.801953,Key.down,0.4236
1771226066.2563188,Key.down,0.4544
1771226066.6784022,Key.down,0.4221
1771226067.1876242,Key.down,0.5092
1771226067.218425,Key.down,0.0308
1771226067.2489567,Key.down,0.0305
1771226067.2797468,Key.down,0.0308
1771226067.309154,Key.down,0.0294
1771226067.7159095,Key.down,0.4068
1771226068.2269652,Key.down,0.5111
1771226068.2577481,Key.down,0.0308
1771226068.2887175,Key.down,0.031
1771226068.3184757,Key.down,0.0298
1771226068.8394613,Key.down,0.521
1771226080.0954657,Key.up,11.256
1771226080.668761,Key.down,0.5733
1771226081.7341948,Key.down,1.0654
1771226082.2565749,Key.down,0.5224
1771226082.2872694,Key.down,0.0307
1771226083.0148666,Key.down,0.7276
1771226084.0624971,Key.down,1.0476
1771226085.0387974,Key.down,0.9763
1771226086.9837012,Key.down,1.9449
1771226087.7923732,Key.down,0.8087
1771226088.156362,Key.down,0.364
1771226088.6678934,Key.down,0.5115
1771226088.6983228,Key.down,0.0304
1771226088.730474,Key.down,0.0322
1771226089.153738,Key.down,0.4233
1771226089.6753867,Key.down,0.5216
1771226089.705507,Key.down,0.0301
1771226089.7357395,Key.down,0.0302
1771226089.7661138,Key.down,0.0304
1771226090.9254436,Key.down,1.1593
1771226091.6983886,Key.down,0.7729
1771226092.376567,Key.down,0.6782
1771226092.8946927,Key.down,0.5181
1771226092.9250822,Key.down,0.0304
1771226092.9554515,Key.down,0.0304
1771226092.9951363,Key.down,0.0397
1771226093.0260708,Key.down,0.0309
1771226093.6795807,Key.down,0.6535
1771226094.1961894,Key.down,0.5166
1771226094.5142934,Key.down,0.3181
1771226095.0297916,Key.down,0.5155
1771226095.0600214,Key.down,0.0302
1771226095.09048,Key.down,0.0305
1771226095.1207128,Key.down,0.0302
1771226095.1510606,Key.down,0.0303
1771226095.1816595,Key.down,0.0306
1771226095.763683,Key.down,0.582
1771226096.2888424,Key.down,0.5252
1771226096.319346,Key.down,0.0305
1771226096.3610153,Key.down,0.0417
1771226096.3854568,Key.down,0.0244
1771226097.382067,Key.down,0.9966
1771226098.1868167,Key.down,0.8047
1771226099.069234,Key.down,0.8824
1771226099.9399338,Key.down,0.8707
1771226100.5552058,Key.down,0.6153
1771226101.5269063,Key.down,0.9717
1771226102.0451937,Key.down,0.5183
1771226102.0754983,Key.down,0.0303
1771226102.1149569,Key.down,0.0395
1771226102.1453562,Key.down,0.0304
1771226102.1816337,Key.down,0.0363
1771226102.2064009,Key.down,0.0248
1771226102.2364137,Key.down,0.03
1771226105.0835118,Key.down,2.8471
1771226105.6131864,Key.down,0.5297
1771226105.6434507,Key.down,0.0303
1771226105.673804,Key.down,0.0304
1771226105.7044268,Key.down,0.0306
1771226105.7356198,Key.down,0.0312
1771226105.7651124,Key.down,0.0295
1771226105.7958207,Key.down,0.0307
1771226105.8270025,Key.down,0.0312
1771226105.8559725,Key.down,0.029
1771226106.159548,Key.down,0.3036
1771226106.6687114,Key.down,0.5092
1771226106.6990244,Key.down,0.0303
1771226106.7294607,Key.down,0.0304
1771226106.7600427,Key.down,0.0306
1771226107.354013,Key.down,0.594
1771226107.8751426,Key.down,0.5211
1771226108.2743564,Key.down,0.3992
1771226108.7955499,Key.down,0.5212
1771226108.8256793,Key.down,0.0301
1771226108.8567138,Key.down,0.031
1771226108.8872607,Key.down,0.0305
1771226108.9170794,Key.down,0.0298
1771226109.600068,Key.down,0.683
1771226110.2022147,Key.down,0.6021
1771226111.1633568,Key.down,0.9611
1771226114.332042,Key.down,3.1687
1771226115.633938,Key.up,1.3019
1771226116.1204975,Key.up,0.4866
1771226119.2559812,Key.shift,3.1355
1771226119.3941748,I,0.1382
1771226119.573742,Key.space,0.1796
1771226119.69166,t,0.1179
1771226119.8134303,h,0.1218
1771226119.949361,i,0.1359
1771226120.110756,n,0.1614
1771226120.2323217,k,0.1216
1771226120.431061,Key.space,0.1987
1771226120.5277085,t,0.0966
1771226120.6529603,h,0.1253
1771226120.7683067,e,0.1153
1771226120.8443465,Key.space,0.076
1771226121.0070086,m,0.1627
1771226121.2497487,u,0.2427
1771226122.0035672,l,0.7538
1771226122.1730444,t,0.1695
1771226122.317373,i,0.1443
1771226122.6470094,Key.space,0.3296
1771226123.0158906,a,0.3689
1771226123.1276321,g,0.1117
1771226123.2593577,e,0.1317
1771226123.3705287,n,0.1112
1771226123.527301,t,0.1568
1771226123.6534405,Key.space,0.1261
1771226123.8211272,i,0.1677
1771226123.8815756,s,0.0604
1771226123.9871047,Key.space,0.1055
1771226124.1956851,k,0.2086
1771226124.3522005,i,0.1565
1771226124.5038915,n,0.1517
1771226124.6003826,d,0.0965
1771226124.7319484,Key.space,0.1316
1771226124.8683712,o,0.1364
1771226124.9548533,f,0.0865
1771226125.0815113,Key.space,0.1267
1771226125.258726,r,0.1772
1771226125.4255536,i,0.1668
1771226125.556967,s,0.1314
1771226125.7289422,h,0.172
1771226126.3412812,Key.backspace,0.6123
1771226126.6158814,k,0.2746
1771226126.8382866,y,0.2224
1771226127.0973895,",",0.2591
1771226127.323745,Key.space,0.2264
1771226127.4965897,b,0.1728
1771226127.6133025,u,0.1167
1771226127.7082043,t,0.0949
1771226127.7943287,Key.space,0.0861
1771226127.97296,i,0.1786
1771226128.1288626,t,0.1559
1771226128.5990922,Key.backspace,0.4702
1771226128.6916304,f,0.0925
1771226128.8784873,Key.space,0.1869
1771226129.0908017,w,0.2123
1771226129.1112301,e,0.0204
1771226129.3330615,Key.space,0.2218
1771226129.5956361,d,0.2626
1771226129.7327855,o,0.1371
1771226129.914338,Key.space,0.1816
1771226130.0716476,i,0.1573
1771226130.1630485,t,0.0914
1771226130.3095214,",",0.1465
1771226130.52647,Key.space,0.2169
1771226130.6842022,c,0.1577
1771226130.8155499,o,0.1313
1771226131.043273,r,0.2277
1771226131.301359,r,0.2581
1771226131.5291927,e,0.2278
1771226131.6258855,c,0.0967
1771226131.7876256,t,0.1617
1771226132.0958238,l,0.3082
1771226132.3644054,y,0.2686
1771226132.5614963,Key.space,0.1971
1771226132.715388,t,0.1539
1771226132.8375714,h,0.1222
1771226132.9418728,e,0.1043
1771226133.0729947,n,0.1311
1771226133.2213635,Key.space,0.1484
1771226133.3159611,w,0.0946
1771226133.4179695,e,0.102
1771226133.5702047,Key.space,0.1522
1771226133.7732441,c,0.203
1771226133.9111671,a,0.1379
1771226134.0599988,n,0.1488
1771226134.2092967,Key.space,0.1493
1771226134.4140723,b,0.2048
1771226134.5137784,e,0.0997
1771226134.6331663,Key.space,0.1194
1771226134.9304745,g,0.2973
1771226135.164965,o,0.2345
1771226135.3167672,o,0.1518
1771226135.4616284,d,0.1449
1771226136.2380812,.,0.7765
1771226136.5506108,n,0.3125
1771226137.1470082,Key.backspace,0.5964
1771226137.4052398,l,0.2582
1771226137.5118647,a,0.1066
1771226137.7757723,s,0.2639
1771226137.9361682,o,0.1604
1771226138.3409722,Key.backspace,0.4048
1771226138.5130625,Key.backspace,0.1721
1771226138.646983,Key.backspace,0.1339
1771226138.771212,Key.backspace,0.1242
1771226139.1419764,Key.shift_r,0.3708
1771226139.3442595,Key.enter,0.2023
1771226139.5564916,a,0.2122
1771226139.7180471,l,0.1616
1771226139.885656,s,0.1676
1771226140.0226834,o,0.137
1771226140.2552063,Key.space,0.2325
1771226140.4629412,i,0.2077
1771226140.5989285,t,0.136
1771226140.7855613,Key.space,0.1866
1771226140.9083233,s,0.1228
1771226141.580916,Key.backspace,0.6726
1771226141.8255098,i,0.2446
1771226141.9572594,s,0.1317
1771226142.0812476,Key.space,0.124
1771226142.2505193,a,0.1693
1771226142.4152033,Key.space,0.1647
1771226142.6806948,g,0.2655
1771226142.9074588,o,0.2268
1771226143.0555258,o,0.1481
1771226143.1596,d,0.1041
1771226143.358568,Key.space,0.199
1771226143.5817168,i,0.2231
1771226143.7123313,d,0.1306
1771226143.890825,e,0.1785
1771226144.123778,a,0.233
1771226144.2544584,Key.space,0.1307
1771226144.4259086,a,0.1715
1771226144.466305,n,0.0404
1771226144.684788,d,0.2185
1771226144.7544675,Key.space,0.0697
1771226144.9930408,a,0.2386
1771226145.0244973,l,0.0315
1771226145.2604444,s,0.2359
1771226145.3371723,o,0.0767
1771226145.5435972,Key.space,0.2064
1771226145.7060041,i,0.1624
1771226145.8124006,t,0.1064
1771226145.9192638,Key.space,0.1069
1771226146.081046,m,0.1618
1771226146.14635,e,0.0653
1771226146.3242667,a,0.1779
1771226146.3537705,n,0.0295
1771226146.576543,s,0.2228
1771226146.6434584,",",0.0669
1771226146.823679,Key.space,0.1802
1771226147.7909887,w,0.9673
1771226148.005551,e,0.2146
1771226148.2307134,Key.space,0.2252
1771226148.440724,c,0.21
1771226148.5519795,a,0.1113
1771226148.7090273,n,0.157
1771226148.8888063,Key.space,0.1798
1771226150.1140444,h,1.2252
1771226150.2626543,a,0.1486
1771226150.3526886,g,0.09
1771226150.8979352,Key.backspace,0.5452
1771226151.061237,Key.backspace,0.1633
1771226151.2027285,Key.backspace,0.1415
1771226151.6596146,g,0.4569
1771226151.8705037,e,0.2109
1771226152.0170434,t,0.1465
1771226152.2198386,Key.space,0.2028
1771226153.6928215,a,1.473
1771226153.8768563,Key.space,0.184
1771226154.0718265,g,0.195
1771226154.3102174,o,0.2384
1771226154.4668171,o,0.1566
1771226154.5734074,d,0.1066
1771226154.8169844,Key.space,0.2436
1771226155.1245563,p,0.3076
1771226155.3571942,o,0.2326
1771226155.473864,r,0.1167
1771226155.7011912,t,0.2273
1771226156.0203376,f,0.3191
1771226156.5721812,o,0.5518
1771226156.8018253,l,0.2296
1771226156.9834204,i,0.1816
1771226157.1311915,o,0.1478
1771226157.3369625,Key.space,0.2058
1771226157.4993553,t,0.1624
1771226157.640806,o,0.1415
1771226157.776336,o,0.1355
1771226158.2485,",",0.4722
1771226158.784265,n,0.5358
1771226159.145361,o,0.3611
1771226159.2664459,w,0.1211
1771226159.428,Key.space,0.1616
1771226159.670427,t,0.2424
1771226159.8769317,e,0.2065
1771226159.9937303,l,0.1168
1771226160.1714907,l,0.1778
1771226160.3677614,Key.space,0.1963
1771226160.4952629,m,0.1275
1771226160.5856013,e,0.0903
1771226160.7068834,Key.space,0.1213
1771226160.7936091,t,0.0867
1771226160.9428341,h,0.1492
1771226161.0062964,e,0.0635
1771226161.1521657,Key.space,0.1459
1771226161.355717,i,0.2036
1771226161.5523334,m,0.1966
1771226161.7649221,p,0.2126
1771226161.9473248,l,0.1824
1771226162.0639853,e,0.1167
1771226162.225893,m,0.1619
1771226162.361991,e,0.1361
1771226162.8756685,n,0.5137
1771226163.0465147,t,0.1708
1771226163.2308307,a,0.1843
1771226163.4169016,t,0.1861
1771226163.5518134,i,0.1349
1771226163.710757,o,0.1589
1771226163.8917544,n,0.181
1771226164.0836778,Key.space,0.1919
1771226164.8591936,a,0.7755
1771226164.9635913,n,0.1044
1771226165.1963992,d,0.2328
1771226165.3072345,Key.space,0.1108
1771226165.4394236,w,0.1322
1771226165.566646,h,0.1272
1771226165.6839333,a,0.1173
1771226165.8157349,t,0.1318
1771226166.0168252,Key.space,0.2011
1771226166.066935,a,0.0501
1771226166.2208982,r,0.154
1771226166.3728533,e,0.152
1771226166.4734783,Key.space,0.1006
1771226166.5649493,t,0.0915
1771226166.7477026,h,0.1828
1771226166.9082534,i,0.1606
1771226167.4805443,Key.backspace,0.5723
1771226167.5724282,e,0.0919
1771226167.764014,Key.space,0.1916
1771226167.8496466,t,0.0856
1771226167.9752557,h,0.1256
1771226168.107387,i,0.1321
1771226168.380586,n,0.2732
1771226168.679093,s,0.2985
1771226169.0899317,Key.backspace,0.4108
1771226169.3743773,g,0.2844
1771226169.4785936,s,0.1042
1771226169.6163402,Key.space,0.1377
1771226169.8120542,Key.shift,0.1957
1771226169.822512,I,0.0105
1771226169.9802086,Key.space,0.1577
1771226170.269858,v,0.2896
1771226170.6906893,Key.backspace,0.4208
1771226170.94299,a,0.2523
1771226170.9541934,h,0.0112
1771226171.1047318,v,0.1505
1771226171.1801186,e,0.0754
1771226171.3202128,Key.space,0.1401
1771226171.422268,t,0.1021
1771226171.7776563,Key.space,0.3554
1771226172.1352737,Key.backspace,0.3576
1771226172.3635526,o,0.2283
1771226172.531039,d,0.1675
1771226172.6157625,Key.space,0.0847
1771226172.8290687,o,0.2133
1771226173.258696,Key.backspace,0.4296
1771226173.4153795,Key.backspace,0.1567
1771226173.5418742,Key.backspace,0.1265
1771226173.8612182,Key.space,0.3193
1771226173.927098,d,0.0659
1771226174.0790048,o,0.1519
1771226174.2510202,a,0.172
1771226174.2613673,Key.space,0.0103
1771226174.4233572,n,0.162
1771226174.5476794,d,0.1243
1771226174.6401112,Key.space,0.0924
1771226175.0070505,h,0.3669
1771226175.361013,Key.backspace,0.354
1771226176.2361364,e,0.8751
1771226176.45441,e,0.2183
1771226176.8790562,Key.backspace,0.4246
1771226177.02395,Key.backspace,0.1449
1771226177.3647704,k,0.3408
1771226177.5468543,e,0.1821
1771226177.677178,e,0.1303
1771226177.809307,p,0.1321
1771226178.0398738,Key.space,0.2306
1771226178.2039564,i,0.1641
1771226178.42158,n,0.2176
1771226178.6081505,Key.space,0.1866
1771226178.8517756,m,0.2436
1771226179.0086296,i,0.1569
1771226179.157324,n,0.1487
1771226179.2413645,d,0.084
1771226179.3825998,Key.space,0.1412
1771226179.4758053,a,0.0932
1771226179.570518,n,0.0947
1771226179.7324328,d,0.1619
1771226179.8179605,Key.space,0.0855
1771226179.955252,a,0.1373
1771226180.0646794,l,0.1094
1771226180.2281759,s,0.1635
1771226180.360193,o,0.132
1771226180.6081882,",",0.248
1771226180.9038157,Key.space,0.2956
1771226181.0998185,h,0.196
1771226181.250555,o,0.1507
1771226181.3181617,w,0.0676
1771226181.4889674,Key.space,0.1708
1771226181.6373715,c,0.1484
1771226181.8742485,a,0.2369
1771226181.9547062,n,0.0805
1771226182.1258767,Key.space,0.1712
1771226182.3188148,i,0.1929
1771226182.5164073,Key.space,0.1976
1771226182.756351,f,0.2399
1771226182.8510027,i,0.0947
1771226182.9689853,n,0.118
1771226183.053838,s,0.0849
1771226183.1839547,i,0.1301
1771226183.4491975,h,0.2652
1771226183.702129,Key.space,0.2529
1771226183.9042869,i,0.2022
1771226184.0356786,t,0.1314
1771226184.2009504,Key.space,0.1653
1771226184.475125,c,0.2742
1771226184.5910642,o,0.1159
1771226184.7580755,n,0.167
1771226184.8905368,s,0.1325
1771226184.9557247,i,0.0652
1771226185.1143844,s,0.1587
1771226185.2287848,n,0.1144
1771226185.4214683,t,0.1927
