timestamp,key,time_diff
1771422644.782851,Key.backspace,0.0335
1771422644.8159516,Key.backspace,0.0331
1771422644.8496025,Key.backspace,0.0337
1771422644.8828819,Key.backspace,0.0333
1771422644.9174426,Key.backspace,0.0346
1771422644.9501877,Key.backspace,0.0327
1771422644.9826927,Key.backspace,0.0325
1771422645.0161989,Key.backspace,0.0335
1771422645.0504344,Key.backspace,0.0342
1771422645.5368562,,0.4864
1771422646.1483088,,0.6115
1771422646.3567872,,0.2085
1771422646.3700237,,0.0132
1771422646.535085,,0.1651
1771422647.0536714,Key.backspace,0.5186
1771422647.5729933,Key.backspace,0.5193
1771422647.6072974,Key.backspace,0.0343
1771422647.639706,Key.backspace,0.0324
1771422647.6722221,Key.backspace,0.0325
1771422647.7061825,Key.backspace,0.034
1771422647.7386482,Key.backspace,0.0325
1771422647.7722435,Key.backspace,0.0336
1771422647.8047543,Key.backspace,0.0325
1771422647.8406837,Key.backspace,0.0359
1771422647.8733997,Key.backspace,0.0327
1771422647.9054391,Key.backspace,0.032
1771422647.9380605,Key.backspace,0.0326
1771422647.9721375,Key.backspace,0.0341
1771422648.0057309,Key.backspace,0.0336
1771422648.0451965,Key.backspace,0.0395
1771422648.0714285,Key.backspace,0.0262
1771422648.106358,Key.backspace,0.0349
1771422648.1388202,Key.backspace,0.0325
1771422648.1719177,Key.backspace,0.0331
1771422648.2084947,Key.backspace,0.0366
1771422648.2378156,Key.backspace,0.0293
1771422648.272122,Key.backspace,0.0343
1771422648.304508,Key.backspace,0.0324
1771422648.3383398,Key.backspace,0.0338
1771422648.3738909,Key.backspace,0.0356
1771422648.4048831,Key.backspace,0.031
1771422648.4396503,Key.backspace,0.0348
1771422648.4710362,Key.backspace,0.0314
1771422648.5046687,Key.backspace,0.0336
1771422648.5408175,Key.backspace,0.0361
1771422648.5709333,Key.backspace,0.0301
1771422648.6051822,Key.backspace,0.0342
1771422648.6390176,Key.backspace,0.0338
1771422648.6720924,Key.backspace,0.0331
1771422648.7048805,Key.backspace,0.0328
1771422648.737963,Key.backspace,0.0331
1771422648.7713547,Key.backspace,0.0334
1771422648.8043725,Key.backspace,0.033
1771422648.837899,Key.backspace,0.0335
1771422648.8758569,Key.backspace,0.038
1771422648.9070308,Key.backspace,0.0312
1771422648.9379585,Key.backspace,0.0309
1771422648.9709506,Key.backspace,0.033
1771422649.004222,Key.backspace,0.0333
1771422649.0382438,Key.backspace,0.034
1771422649.0714943,Key.backspace,0.0333
1771422649.1050677,Key.backspace,0.0336
1771422649.141249,Key.backspace,0.0362
1771422649.1726134,Key.backspace,0.0314
1771422649.2043684,Key.backspace,0.0318
1771422649.2377412,Key.backspace,0.0334
1771422649.2720697,Key.backspace,0.0343
1771422649.3048074,Key.backspace,0.0327
1771422649.9837542,a,0.6789
1771422650.128661,d,0.1449
1771422650.243111,Key.space,0.1144
1771422651.133413,Key.backspace,0.8903
1771422651.2862651,a,0.1529
1771422651.6390533,Key.backspace,0.3528
1771422652.2093198,a,0.5703
1771422652.373649,Key.space,0.1643
1771422652.5798922,g,0.2062
1771422652.7341483,o,0.1543
1771422652.9019258,m,0.1678
1771422653.0788832,m,0.177
1771422653.166414,a,0.0875
1771422653.287264,l,0.1209
1771422653.3898678,a,0.1026
1771422655.1846535,Key.backspace,1.7948
1771422655.702511,Key.backspace,0.5179
1771422655.7370315,Key.backspace,0.0345
1771422655.7691443,Key.backspace,0.0321
1771422655.802793,Key.backspace,0.0336
1771422655.8364313,Key.backspace,0.0336
1771422655.8686433,Key.backspace,0.0322
1771422655.9025564,Key.backspace,0.0339
1771422655.9356034,Key.backspace,0.033
1771422655.9689462,Key.backspace,0.0333
1771422656.0022724,Key.backspace,0.0333
1771422656.0367243,Key.backspace,0.0345
1771422656.069914,Key.backspace,0.0332
1771422656.1027284,Key.backspace,0.0328
1771422656.135405,Key.backspace,0.0327
1771422656.1691144,Key.backspace,0.0337
1771422656.2023768,Key.backspace,0.0333
1771422656.2363555,Key.backspace,0.034
1771422656.2694192,Key.backspace,0.0331
1771422656.3034244,Key.backspace,0.034
1771422656.3356347,Key.backspace,0.0322
1771422656.3686833,Key.backspace,0.033
1771422656.4016924,Key.backspace,0.033
1771422656.4350255,Key.backspace,0.0333
1771422656.4688277,Key.backspace,0.0338
1771422658.8547604,s,2.3859
1771422658.963646,d,0.1089
1771422659.013693,g,0.05
1771422659.1223958,;,0.1087
1771422659.1511273,k,0.0287
1771422659.1600175,a,0.0089
1771422659.163029,s,0.003
1771422659.1659362,u,0.0029
1771422659.285997,g,0.1201
1771422659.3785222,k,0.0925
1771422659.4067812,s,0.0283
1771422659.4936726,h,0.0869
1771422659.538927,g,0.0453
1771422659.6247184,k,0.0858
1771422659.6520386,s,0.0273
1771422659.6635673,d,0.0115
1771422659.7387333,h,0.0752
1771422659.7773137,g,0.0386
1771422659.8432405,k,0.0659
1771422659.8602319,u,0.017
1771422659.886684,s,0.0265
1771422659.893481,d,0.0068
1771422659.919456,f,0.026
1771422659.9650583,h,0.0456
1771422660.0124218,g,0.0474
1771422660.0403306,;,0.0279
1771422660.0413306,l,0.001
1771422660.1320202,d,0.0907
1771422660.1440203,h,0.012
1771422660.2245247,l,0.0805
1771422660.2532105,g,0.0287
1771422660.3598976,d,0.1067
1771422660.4683425,h,0.1084
1771422660.535077,h,0.0667
1771422660.5953696,s,0.0603
1771422660.6003911,d,0.005
1771422660.660047,l,0.0597
1771422660.6660464,/,0.006
1771422660.8619328,s,0.1959
1771422660.8946016,d,0.0327
1771422660.911377,l,0.0168
1771422661.0262396,h,0.1149
1771422661.03134,b,0.0051
1771422661.1420052,s,0.1107
1771422661.1459975,d,0.004
1771422661.1639984,f,0.018
1771422661.2508767,h,0.0869
1771422661.2879393,b,0.0371
1771422661.3715272,s,0.0836
1771422661.372528,l,0.001
1771422661.3825316,d,0.01
1771422661.4054356,f,0.0229
1771422661.6189678,s,0.2135
1771422661.7337525,v,0.1148
1771422661.7975395,k,0.0638
1771422661.8470008,s,0.0495
1771422661.863679,f,0.0167
1771422662.0109735,k,0.1473
1771422662.0208197,v,0.0098
1771422662.117264,a,0.0964
1771422662.1275978,s,0.0103
1771422662.2038615,k,0.0763
1771422662.2593017,v,0.0554
1771422662.31943,g,0.0601
1771422662.3962593,s,0.0768
1771422662.537876,g,0.1416
1771422662.5392418,v,0.0014
1771422662.6441147,k,0.1049
1771422662.6481102,s,0.004
1771422662.6531086,d,0.005
1771422662.7837136,v,0.1306
1771422662.8438075,;,0.0601
1771422662.8818293,d,0.038
1771422662.8874044,s,0.0056
1771422662.8989196,f,0.0115
1771422662.9857914,h,0.0869
1771422663.00844,b,0.0226
1771422663.0539954,;,0.0456
1771422663.055994,o,0.002
1771422663.061753,i,0.0058
1771422663.1122055,d,0.0505
1771422663.1930041,j,0.0808
1771422663.2490122,h,0.056
1771422663.269701,p,0.0207
1771422663.2819688,o,0.0123
1771422663.3789265,k,0.097
1771422663.386222,g,0.0073
1771422663.3954678,h,0.0092
1771422663.5003853,[,0.1049
1771422663.5271716,m,0.0268
1771422663.5922432,l,0.0651
1771422663.608815,f,0.0166
1771422663.7115633,k,0.1027
1771422663.7225738,],0.011
1771422663.821665,g,0.0991
1771422663.8505428,l,0.0289
1771422663.93616,k,0.0856
1771422663.9689975,[,0.0328
1771422664.0452087,d,0.0762
1771422664.078212,k,0.033
1771422664.17982,p,0.1016
1771422664.1868083,h,0.007
1771422664.395823,8,0.209
1771422664.4028232,9,0.007
1771422664.500161,w,0.0973
1771422664.5051599,y,0.005
1771422664.6026473,9,0.0975
1771422664.6791112,6,0.0765
1771422664.8158283,3,0.1367
1771422664.817811,4,0.002
1771422664.8918278,0,0.074
1771422665.0692415,0,0.1774
1771422665.172567,7,0.1033
1771422665.2596357,5,0.0871
1771422665.2976625,9,0.038
1771422665.3582525,2,0.0606
1771422665.5215974,7,0.1633
1771422665.763847,7,0.2422
1771422665.7708542,9,0.007
1771422665.7749894,5,0.0041
1771422665.829041,4,0.0541
1771422665.9210773,2,0.092
1771422665.9979205,9,0.0768
1771422666.1287699,u,0.1308
1771422666.141712,6,0.0129
1771422666.2546084,0,0.1129
1771422666.3044832,e,0.0499
1771422666.385835,8,0.0814
1771422666.458435,u,0.0726
1771422666.4626625,y,0.0042
1771422666.911587,,0.4489
1771422666.9964972,,0.0849
1771422667.0689673,,0.0725
1771422667.1946404,,0.1257
1771422667.2050495,,0.0104
1771422667.3090067,,0.104
1771422667.4511409,,0.1421
1771422667.5924575,,0.1413
1771422667.6748304,,0.0824
1771422667.6801584,,0.0053
1771422667.8007994,,0.1206
1771422667.948171,,0.1474
1771422667.9518473,,0.0037
1771422668.0616384,,0.1098
1771422668.1990886,,0.1375
1771422668.3418696,,0.1428
1771422668.467463,,0.1256
1771422668.5381272,,0.0707
