1771094765.3961332,Key.shift,5.3637
1771094765.532604,O,0.1365
1771094765.7041872,k,0.1716
1771094766.1446667,k,0.4405
1771094766.4683516,",",0.3237
1771094766.7151132,Key.space,0.2468
1771094766.8270025,Key.shift,0.1119
1771094766.913389,I,0.0864
1771094767.111178,Key.space,0.1978
1771094767.1821568,a,0.071
1771094767.333404,m,0.1512
1771094767.5148282,Key.space,0.1814
1771094767.637136,r,0.1223
1771094767.8160977,u,0.179
1771094768.2153218,n,0.3992
1771094768.380704,n,0.1654
1771094768.947785,i,0.5671
1771094769.1252391,n,0.1775
1771094769.3285248,g,0.2033
1771094769.520204,Key.space,0.1917
1771094769.9588609,t,0.4387
1771094770.323149,Key.backspace,0.3643
1771094770.6067474,t,0.2836
1771094771.3340054,Key.backspace,0.7273
1771094771.5680752,i,0.2341
1771094771.6436353,t,0.0756
1771094771.8258927,Key.space,0.1823
1771094772.1871135,a,0.3612
1771094772.3996477,g,0.2125
1771094772.5311701,a,0.1315
1771094772.6326497,i,0.1015
1771094772.8032513,n,0.1706
1771094772.9850447,Key.space,0.1818
1771094773.1021173,f,0.1171
1771094773.2274323,o,0.1253
1771094773.3388264,r,0.1114
1771094773.4249084,Key.space,0.0861
1771094773.643979,s,0.2191
1771094773.8577983,e,0.2138
1771094774.1180284,s,0.2602
1771094774.2296321,s,0.1116
1771094774.4068558,i,0.1772
1771094774.5590563,o,0.1522
1771094774.7307625,n,0.1717
1771094774.9377103,Key.space,0.2069
1771094775.2120514,2,0.2743
1771094775.3418798,Key.space,0.1298
1771094775.6511881,w,0.3093
1771094775.8024476,h,0.1513
1771094775.9536822,i,0.1512
1771094776.1385086,l,0.1848
1771094776.199443,e,0.0609
1771094776.354491,Key.space,0.155
1771094776.4825346,d,0.128
1771094776.583476,o,0.1009
1771094776.7351968,i,0.1517
1771094776.948433,n,0.2132
1771094777.138912,g,0.1905
1771094777.330666,Key.space,0.1918
1771094777.9054449,t,0.5748
1771094777.998542,h,0.0931
1771094778.136176,i,0.1376
1771094778.3231244,n,0.1869
1771094778.4848194,g,0.1617
1771094778.576112,s,0.0913
1771094778.6869783,Key.space,0.1109
1771094778.855069,o,0.1681
1771094779.030736,n,0.1757
1771094779.2068863,Key.space,0.1762
1771094779.7754269,l,0.5685
1771094779.976366,a,0.2009
